REF_DATE,GEO,DGUID,Estimates,Commodity,"Farm area, production, value",UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1963,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,6699,,,,0
1964,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,7936,,,,0
1965,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3385,,,,0
1966,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,6774,,,,0
1967,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,6866,,,,0
1968,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3467,,,,0
1969,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3108,,,,0
1970,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4278,,,,0
1971,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,5174,,,,0
1972,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3192,,,,0
1973,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,6410,,,,0
1974,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3686,,,,0
1975,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,5615,,,,0
1976,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4184,,,,0
1977,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3477,,,,0
1978,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4092,,,,0
1979,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3962,,,,0
1980,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,5519,,,,0
1981,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,4378,,,,0
1982,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3257,,,,0
1983,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3800,,,,0
1984,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,2289,,,,0
1985,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3061,,,,0
1986,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1264,,,,0
1987,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,3522,,,,0
1988,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1615,,,,0
1989,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,2373,,,,0
1990,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,2189,,,,0
1991,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,881,,,,0
1992,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,899,,,,0
1993,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,850,,,,0
1994,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1289,,,,0
1995,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1567,,,,0
1996,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,2070,,,,0
1997,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,850,,,,0
1998,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,585,,,,0
1999,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,818,,,,0
2000,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,918,,,,0
2001,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1000,,,,0
2002,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,918,,,,0
2003,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,900,,,,0
2004,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1220,,,,0
2005,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1048,,,,0
2006,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1350,,,,0
2007,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1060,,,,0
2008,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1105,,,,0
2009,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,940,,,,0
2010,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1021,,,,0
2011,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1595,,,,0
2012,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1531,,,,0
2013,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1683,,,,0
2014,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,2349,,,,0
2015,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1818,,,,0
2016,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1743,,,,0
2017,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1624,,,,0
2018,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,,x,,,0
2019,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1528,,,,0
2020,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1360,,,,0
2021,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1163,,,,0
2022,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1387,,,,0
2023,British Columbia,2021A000259,Marketed production,Fresh plums and prune plums [1141143],Tons,Tons,291,units,0,v74488,13.1.6.4,1271,,,,0
1926,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,2840,,,,0
1927,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,2244,,,,0
1928,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,2043,,,,0
1929,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,1628,,,,0
1930,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,1418,,,,0
1931,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,1449,,,,0
1932,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,1312,,,,0
1933,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,795,,,,0
1934,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,1394,,,,0
1935,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,1536,,,,0
1936,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,1186,,,,0
1937,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,1635,,,,0
1938,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,2252,,,,0
1939,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,2625,,,,0
1940,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,2505,,,,0
1941,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,1996,,,,0
1942,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,2336,,,,0
1943,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,3047,,,,0
1944,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,3987,,,,0
1945,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5477,,,,0
1946,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,7222,,,,0
1947,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,10897,,,,0
1948,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,8714,,,,0
1949,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5332,,,,0
1950,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,6022,,,,0
1951,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5335,,,,0
1952,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5444,,,,0
1953,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,7352,,,,0
1954,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,6924,,,,0
1955,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,6861,,,,0
1956,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,2621,,,,0
1957,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,6938,,,,0
1958,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5704,,,,0
1959,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5832,,,,0
1960,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5660,,,,0
1961,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,3800,,,,0
1962,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,4350,,,,0
1963,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,6000,,,,0
1964,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,7112,,,,0
1965,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,7616,,,,0
1966,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,8494,,,,0
1967,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,8610,,,,0
1968,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,6317,,,,0
1969,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,6908,,,,0
1970,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5410,,,,0
1971,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5180,,,,0
1972,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5577,,,,0
1973,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,6394,,,,0
1974,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,6638,,,,0
1975,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,6804,,,,0
1976,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,6456,,,,0
1977,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,7405,,,,0
1978,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,7206,,,,0
1979,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,7571,,,,0
1980,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,8928,,,,0
1981,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,9038,,,,0
1982,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,12819,,,,0
1983,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,15436,,,,0
1984,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,15042,,,,0
1985,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,14808,,,,0
1986,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,12446,,,,0
1987,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,22614,,,,0
1988,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,21235,,,,0
1989,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,21600,,,,0
1990,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,13596,,,,0
1991,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,12469,,,,0
1992,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,16117,,,,0
1993,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,16231,,,,0
1994,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,19052,,,,0
1995,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,15600,,,,0
1996,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,13191,,,,0
1997,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,15898,,,,0
1998,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,14263,,,,0
1999,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,15888,,,,0
2000,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,16413,,,,0
2001,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,13385,,,,0
2002,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,13500,,,,0
2003,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,13675,,,,0
2004,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,12205,,,,0
2005,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,12105,,,,0
2006,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,10527,,,,0
2007,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,11675,,,,0
2008,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,11145,,,,0
2009,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,11646,,,,0
2010,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,10945,,,,0
2011,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,12313,,,,0
2012,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,11375,,,,0
2013,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,9700,,,,0
2014,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,11577,,,,0
2015,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,8894,,,,0
2016,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,9965,,,,0
2017,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,8227,,,,0
2018,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,8707,,,,0
2019,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,7484,,,,0
2020,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5676,,,,0
2021,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,3648,,,,0
2022,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5290,,,,0
2023,British Columbia,2021A000259,Marketed production,Fresh raspberries [114111211],Tons,Tons,291,units,0,v74535,13.1.7.4,5436,,,,0
1926,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,2294,,,,0
1927,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,3799,,,,0
1928,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,4107,,,,0
1929,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,3628,,,,0
1930,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,2866,,,,0
1931,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,3141,,,,0
1932,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,3044,,,,0
1933,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,3590,,,,0
1934,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,5039,,,,0
1935,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,6122,,,,0
1936,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,3171,,,,0
1937,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,5034,,,,0
1938,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,6636,,,,0
1939,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,8158,,,,0
1940,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,6808,,,,0
1941,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,7823,,,,0
1942,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,4237,,,,0
1943,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,1917,,,,0
1944,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,2446,,,,0
1945,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,4005,,,,0
1946,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,4240,,,,0
1947,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,7165,,,,0
1948,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,11265,,,,0
1949,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,8431,,,,0
1950,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,9575,,,,0
1951,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,5704,,,,0
1952,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,9460,,,,0
1953,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,9118,,,,0
1954,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,6907,,,,0
1955,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,5648,,,,0
1956,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,1228,,,,0
1957,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,3721,,,,0
1958,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,5078,,,,0
1959,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,4654,,,,0
1960,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,3698,,,,0
1961,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,4002,,,,0
1962,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,5192,,,,0
1963,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,5300,,,,0
1964,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,5831,,,,0
1965,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,2104,,,,0
1966,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,8440,,,,0
1967,British Columbia,2021A000259,Marketed production,Fresh strawberries [114111111],Tons,Tons,291,units,0,v74586,13.1.8.4,8233,,,,0
