Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2008","2008","100 g/ha","58322","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2008","2008","t","20366","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2009","2009","ha","3185","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2009","2009","100 g/ha","61319","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2009","2009","t","19530","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2010","2010","ha","3025","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2010","2010","100 g/ha","63117","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2010","2010","t","19093","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2011","2011","ha","3407","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2011","2011","100 g/ha","67361","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2011","2011","t","22950","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2012","2012","ha","3343","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2012","2012","100 g/ha","64882","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2012","2012","t","21690","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2013","2013","ha","3180","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2013","2013","100 g/ha","74635","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2013","2013","t","23734","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2014","2014","ha","3186","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2014","2014","100 g/ha","70546","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2014","2014","t","22476","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2015","2015","ha","3206","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2015","2015","100 g/ha","77037","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2015","2015","t","24698","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2016","2016","ha","3211","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2016","2016","100 g/ha","82834","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2016","2016","t","26598","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2017","2017","ha","3111","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2017","2017","100 g/ha","100530","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2017","2017","t","31275","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2018","2018","ha","3086","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2018","2018","100 g/ha","90859","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2018","2018","t","28039","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2019","2019","ha","2952","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2019","2019","100 g/ha","92378","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2019","2019","t","27270","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2020","2020","ha","2893","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2020","2020","100 g/ha","83422","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2020","2020","t","24134","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2021","2021","ha","2924","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2021","2021","100 g/ha","84183","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2021","2021","t","24615","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01354","Strawberries","2022","2022","ha","2857","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01354","Strawberries","2022","2022","100 g/ha","87756","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01354","Strawberries","2022","2022","t","25072","A","Official figure",""
