"","year","month","yyyymmdd","mintemp","meantemp","maxtemp","totprec","consec","yrmon"
"44204",2021,7,2021-07-10,13.2,24,34.8,0,22,202107
"44205",2021,7,2021-07-11,13.9,23.7,33.5,0,21,202107
"44206",2021,7,2021-07-12,12.5,23.6,34.6,0,20,202107
"44207",2021,7,2021-07-13,11.9,23.8,35.7,0,19,202107
"44208",2021,7,2021-07-14,13.6,25,36.3,0,18,202107
"44209",2021,7,2021-07-15,18.3,25,31.6,0,17,202107
"44210",2021,7,2021-07-16,14.4,23.4,32.4,0,16,202107
"44211",2021,7,2021-07-17,16.4,23.5,30.6,0,15,202107
"44212",2021,7,2021-07-18,11.5,22.3,33.1,0,14,202107
"44213",2021,7,2021-07-19,11.7,23,34.2,0,13,202107
"44214",2021,7,2021-07-20,13.6,22.1,30.6,0,12,202107
"44215",2021,7,2021-07-21,15.5,21.9,28.3,0,11,202107
"44216",2021,7,2021-07-22,11.6,19.5,27.4,0,10,202107
"44217",2021,7,2021-07-23,9.8,19.7,29.6,0,9,202107
"44218",2021,7,2021-07-24,10.2,21.7,33.2,0,8,202107
"44219",2021,7,2021-07-25,13.3,24,34.7,0,7,202107
"44220",2021,7,2021-07-26,12.3,23.2,34.1,0,6,202107
"44221",2021,7,2021-07-27,12,21.3,30.6,0,5,202107
"44222",2021,7,2021-07-28,11.3,22.3,33.2,0,4,202107
"44223",2021,7,2021-07-29,12.8,23.1,33.4,0,3,202107
"44224",2021,7,2021-07-30,13.8,24,34.1,0,2,202107
"44225",2021,7,2021-07-31,15,24.2,33.4,0,1,202107
"44226",2021,8,2021-08-01,19.9,22.6,25.3,2.3,0,202108
"44227",2021,8,2021-08-02,18.5,23.8,29.1,0,5,202108
"44228",2021,8,2021-08-03,13.4,23.9,34.3,0,4,202108
"44229",2021,8,2021-08-04,19.1,26.4,33.6,0,3,202108
"44230",2021,8,2021-08-05,12.9,24.5,36,0,2,202108
"44231",2021,8,2021-08-06,18.3,24.4,30.4,0,1,202108
"44232",2021,8,2021-08-07,15.2,20.4,25.6,1,0,202108
"44233",2021,8,2021-08-08,12.1,17.3,22.4,4.9,0,202108
"44234",2021,8,2021-08-09,11.9,20.9,29.8,0,17,202108
"44235",2021,8,2021-08-10,14.8,22.9,30.9,0,16,202108
"44236",2021,8,2021-08-11,14.1,24.3,34.5,0,15,202108
"44237",2021,8,2021-08-12,12.8,21.8,30.8,0,14,202108
"44238",2021,8,2021-08-13,10.8,21.2,31.6,0,13,202108
"44239",2021,8,2021-08-14,11.2,22.5,33.8,0,12,202108
"44240",2021,8,2021-08-15,13.3,25,36.7,0,11,202108
"44241",2021,8,2021-08-16,15.6,21.7,27.7,0.7,10,202108
"44242",2021,8,2021-08-17,10.4,14.4,18.3,0,9,202108
"44243",2021,8,2021-08-18,6.4,16.9,27.3,0,8,202108
"44244",2021,8,2021-08-19,14.4,20.6,26.8,0,7,202108
"44245",2021,8,2021-08-20,9.4,18.7,27.9,0,6,202108
"44246",2021,8,2021-08-21,12,18.6,25.1,0,5,202108
"44247",2021,8,2021-08-22,8.8,16.1,23.3,0.7,4,202108
"44248",2021,8,2021-08-23,4.2,11.6,18.9,0,3,202108
"44249",2021,8,2021-08-24,3.6,13.8,24,0,2,202108
"44250",2021,8,2021-08-25,4.8,16.1,27.4,0,1,202108
"44251",2021,8,2021-08-26,9.2,16.4,23.6,1.4,0,202108
"44252",2021,8,2021-08-27,10.3,16.4,22.4,9.1,0,202108
"44253",2021,8,2021-08-28,6.4,16.4,26.3,0,3,202108
"44254",2021,8,2021-08-29,7.1,18.5,29.9,0,2,202108
"44255",2021,8,2021-08-30,8.3,17.7,27.1,0,1,202108
"44256",2021,8,2021-08-31,10,13.3,16.5,6.8,0,202108
"44257",2021,9,2021-09-01,9,14.8,20.5,0.4,11,202109
"44258",2021,9,2021-09-02,3.9,13.7,23.4,0,10,202109
"44259",2021,9,2021-09-03,4.9,15.9,26.8,0,9,202109
"44260",2021,9,2021-09-04,7,15.8,24.5,0,8,202109
"44261",2021,9,2021-09-05,11.2,14.9,18.6,0,7,202109
"44262",2021,9,2021-09-06,8.8,17.8,26.7,0,6,202109
"44263",2021,9,2021-09-07,7.3,17.7,28.1,0,5,202109
"44264",2021,9,2021-09-08,10.7,17.2,23.6,0,4,202109
"44265",2021,9,2021-09-09,10.2,18.2,26.2,0,3,202109
"44266",2021,9,2021-09-10,8.8,15.5,22.2,0,2,202109
"44267",2021,9,2021-09-11,14.1,20.1,26,0,1,202109
"44268",2021,9,2021-09-12,12.5,18.3,24,1.2,0,202109
"44269",2021,9,2021-09-13,9.6,16.8,24,0,1,202109
"44270",2021,9,2021-09-14,5.7,11.2,16.7,2.6,0,202109
"44271",2021,9,2021-09-15,4.9,9.3,13.6,0.2,3,202109
"44272",2021,9,2021-09-16,-0.4,9.1,18.5,0,2,202109
"44273",2021,9,2021-09-17,5.7,10.8,15.8,0,1,202109
"44274",2021,9,2021-09-18,6.5,12.8,19,4.3,0,202109
"44275",2021,9,2021-09-19,4.3,9.9,15.4,2.4,0,202109
"44276",2021,9,2021-09-20,7.2,13.9,20.5,0,7,202109
"44277",2021,9,2021-09-21,2.1,11.6,21,0,6,202109
"44278",2021,9,2021-09-22,8.3,13.3,18.3,0.2,5,202109
"44279",2021,9,2021-09-23,7.1,15,22.8,0,4,202109
"44280",2021,9,2021-09-24,3.7,13.6,23.5,0,3,202109
"44281",2021,9,2021-09-25,5.6,16.4,27.2,0,2,202109
"44282",2021,9,2021-09-26,9.5,16.2,22.8,0.2,1,202109
"44283",2021,9,2021-09-27,9.2,14,18.7,9.8,0,202109
"44284",2021,9,2021-09-28,3.8,10.3,16.7,0.2,2,202109
"44285",2021,9,2021-09-29,2.6,9,15.4,0,1,202109
"44286",2021,9,2021-09-30,6.2,11.4,16.6,2.2,0,202109
"44287",2021,10,2021-10-01,1,9.2,17.3,0.2,4,202110
"44288",2021,10,2021-10-02,2.6,8.6,14.5,0,3,202110
"44289",2021,10,2021-10-03,6.9,14.1,21.3,0,2,202110
"44290",2021,10,2021-10-04,5,12.4,19.8,0,1,202110
"44291",2021,10,2021-10-05,7.1,12.7,18.3,1.7,0,202110
"44292",2021,10,2021-10-06,3,9.2,15.4,0,7,202110
"44293",2021,10,2021-10-07,0.4,6.9,13.4,0.2,6,202110
"44294",2021,10,2021-10-08,-3.6,5.1,13.8,0,5,202110
"44295",2021,10,2021-10-09,-2.2,6.2,14.6,0,4,202110
"44296",2021,10,2021-10-10,0.7,6.3,11.9,0,3,202110
"44297",2021,10,2021-10-11,-3.5,3.7,10.9,0,2,202110
"44298",2021,10,2021-10-12,-6.1,1.6,9.2,0,1,202110
"44299",2021,10,2021-10-13,2.3,6,9.7,1.5,0,202110
"44300",2021,10,2021-10-14,-2.8,4,10.7,0,8,202110
"44301",2021,10,2021-10-15,4.7,7.9,11,0.4,7,202110
"44302",2021,10,2021-10-16,6.3,11.1,15.8,0,6,202110
"44303",2021,10,2021-10-17,3.9,10.3,16.6,0,5,202110
"44304",2021,10,2021-10-18,-0.2,7.6,15.3,0,4,202110
"44305",2021,10,2021-10-19,-1.2,6.6,14.3,0,3,202110
"44306",2021,10,2021-10-20,0.4,6.6,12.8,0.2,2,202110
"44307",2021,10,2021-10-21,0.7,6.7,12.6,0,1,202110
"44308",2021,10,2021-10-22,5.9,8.1,10.3,16.5,0,202110
"44309",2021,10,2021-10-23,4.7,8.8,12.9,0.2,1,202110
"44310",2021,10,2021-10-24,5.8,9.9,14,1.5,0,202110
"44311",2021,10,2021-10-25,5.5,8.9,12.3,0.7,1,202110
"44312",2021,10,2021-10-26,4.9,9.1,13.2,2.8,0,202110
"44313",2021,10,2021-10-27,3.7,9,14.2,0.2,1,202110
"44314",2021,10,2021-10-28,4.2,6.9,9.5,11,0,202110
"44315",2021,10,2021-10-29,-2,2.9,7.7,3.2,0,202110
"44316",2021,10,2021-10-30,-6.7,-0.2,6.4,0,4,202110
"44317",2021,10,2021-10-31,-7.3,-1,5.3,0,3,202110
"44318",2021,11,2021-11-01,-6.8,-0.4,6.1,0,2,202111
"44319",2021,11,2021-11-02,-1.9,2.2,6.3,0.2,1,202111
"44320",2021,11,2021-11-03,3.5,5.8,8,2,0,202111
"44321",2021,11,2021-11-04,4.1,7.3,10.5,2.9,0,202111
"44322",2021,11,2021-11-05,-2,4.1,10.2,0.5,8,202111
"44323",2021,11,2021-11-06,-3,1.5,6,0,7,202111
"44324",2021,11,2021-11-07,-2.1,3.1,8.3,0,6,202111
"44325",2021,11,2021-11-08,-3.4,2.3,7.9,0,5,202111
"44326",2021,11,2021-11-09,0.6,5.2,9.7,0.8,4,202111
"44327",2021,11,2021-11-10,-3.3,3.3,9.8,0,3,202111
"44328",2021,11,2021-11-11,-2.2,1.9,6,0.4,2,202111
"44329",2021,11,2021-11-12,2.8,7.5,12.1,0,1,202111
"44330",2021,11,2021-11-13,2.4,5.7,8.9,5.8,0,202111
"44331",2021,11,2021-11-14,1.7,5,8.3,8.4,0,202111
"44332",2021,11,2021-11-15,0.6,6.4,12.2,6.3,0,202111
"44333",2021,11,2021-11-16,-5.1,0.5,6,0.2,2,202111
"44334",2021,11,2021-11-17,-7.7,-3.4,0.9,0,1,202111
"44335",2021,11,2021-11-18,-4.6,-2.4,-0.1,1.3,0,202111
"44336",2021,11,2021-11-19,-6.9,-2.6,1.8,0.7,4,202111
"44337",2021,11,2021-11-20,-7.5,-1.7,4.2,0,3,202111
"44338",2021,11,2021-11-21,0.5,2.1,3.6,0.8,2,202111
"44339",2021,11,2021-11-22,-3.3,2.2,7.6,0,1,202111
"44340",2021,11,2021-11-23,-3.8,-0.4,3,1.8,0,202111
"44341",2021,11,2021-11-24,-3.9,-0.4,3.1,0,3,202111
"44342",2021,11,2021-11-25,0.7,3.3,5.8,0,2,202111
"44343",2021,11,2021-11-26,0.1,5.6,11.1,0,1,202111
"44344",2021,11,2021-11-27,-2.6,-0.3,2,2.1,0,202111
"44345",2021,11,2021-11-28,1.2,5.9,10.6,1.8,0,202111
"44346",2021,11,2021-11-29,0.6,5.4,10.1,0,5,202111
"44347",2021,11,2021-11-30,4,7.3,10.6,0.7,4,202111
"44348",2021,12,2021-12-01,7.2,12.6,18,0,3,202112
"44349",2021,12,2021-12-02,0.7,7.5,14.2,0,2,202112
"44350",2021,12,2021-12-03,-5,-1.4,2.2,0,1,202112
"44351",2021,12,2021-12-04,-2.8,-1,0.8,3.1,0,202112
"44352",2021,12,2021-12-05,-9.1,-4.7,-0.3,0,1,202112
"44353",2021,12,2021-12-06,-7.1,-4.7,-2.2,3,0,202112
"44354",2021,12,2021-12-07,-3.9,-1.8,0.4,0,4,202112
"44355",2021,12,2021-12-08,-9.6,-4,1.7,0.7,3,202112
"44356",2021,12,2021-12-09,-9.5,-4.5,0.6,0,2,202112
"44357",2021,12,2021-12-10,-10.7,-4.1,2.6,0,1,202112
"44358",2021,12,2021-12-11,0.1,3.1,6.1,1.4,0,202112
"44359",2021,12,2021-12-12,-6.3,-0.9,4.6,0,2,202112
"44360",2021,12,2021-12-13,0.1,1.9,3.6,0.8,1,202112
"44361",2021,12,2021-12-14,-6.2,-1.9,2.4,1,0,202112
"44362",2021,12,2021-12-15,-7.6,-3.8,0,0,3,202112
"44363",2021,12,2021-12-16,-13.3,-6.7,0,0.8,2,202112
"44364",2021,12,2021-12-17,-18.4,-12.9,-7.4,0,1,202112
"44365",2021,12,2021-12-18,-9.6,-6,-2.3,5.9,0,202112
"44366",2021,12,2021-12-19,-15.1,-8.7,-2.3,0,11,202112
"44367",2021,12,2021-12-20,-18.4,-11.6,-4.8,0,10,202112
"44368",2021,12,2021-12-21,-20.1,-12.4,-4.6,0,9,202112
"44369",2021,12,2021-12-22,-5.3,-2.8,-0.2,0,8,202112
"44370",2021,12,2021-12-23,-6.3,-1.7,3,0.2,7,202112
"44371",2021,12,2021-12-24,-8.3,-5.9,-3.5,0.4,6,202112
"44372",2021,12,2021-12-25,-14.3,-10.6,-6.8,0,5,202112
"44373",2021,12,2021-12-26,-21.9,-18.1,-14.3,0,4,202112
"44374",2021,12,2021-12-27,-30.2,-25.1,-20,0,3,202112
"44375",2021,12,2021-12-28,-23.7,-20,-16.3,0,2,202112
"44376",2021,12,2021-12-29,-27.9,-21.5,-15,0,1,202112
"44377",2021,12,2021-12-30,-17,-14.3,-11.6,1.5,0,202112
"44378",2021,12,2021-12-31,-25.4,-18.8,-12.2,0,6,202112
"44379",2022,1,2022-01-01,-24.7,-17.5,-10.2,0,5,202201
"44380",2022,1,2022-01-02,-18.5,-12.8,-7,0.2,4,202201
"44381",2022,1,2022-01-03,-7.5,-3.7,0.1,0.2,3,202201
"44382",2022,1,2022-01-04,-8.7,-5.4,-2,0,2,202201
"44383",2022,1,2022-01-05,-13.8,-11.3,-8.7,0,1,202201
"44384",2022,1,2022-01-06,-13.9,-11.1,-8.3,4.8,0,202201
"44385",2022,1,2022-01-07,-8.6,-5,-1.3,0.2,4,202201
"44386",2022,1,2022-01-08,-14.9,-9.2,-3.5,0.2,3,202201
"44387",2022,1,2022-01-09,-10.2,-5,0.3,0,2,202201
"44388",2022,1,2022-01-10,-11.4,-5.6,0.3,0,1,202201
"44389",2022,1,2022-01-11,-2.8,0.1,2.9,3.7,0,202201
"44390",2022,1,2022-01-12,0.8,2.1,3.3,7.6,0,202201
"44391",2022,1,2022-01-13,0.8,2.2,3.6,0,6,202201
"44392",2022,1,2022-01-14,0.5,1.7,2.8,0,5,202201
"44393",2022,1,2022-01-15,1.4,3.1,4.7,0,4,202201
"44394",2022,1,2022-01-16,1.6,2.1,2.6,0,3,202201
"44395",2022,1,2022-01-17,0.4,1.3,2.2,0,2,202201
"44396",2022,1,2022-01-18,-2,0,2,0,1,202201
"44397",2022,1,2022-01-19,-2,-0.6,0.8,1,0,202201
"44398",2022,1,2022-01-20,-0.5,1.7,3.9,6.6,0,202201
"44399",2022,1,2022-01-21,-6.5,2.4,11.2,0,30,202201
"44400",2022,1,2022-01-22,-5.3,-3.2,-1.1,0,29,202201
"44401",2022,1,2022-01-23,-2.5,-1.7,-0.9,0,28,202201
"44402",2022,1,2022-01-24,-5.9,-2.8,0.4,0,27,202201
"44403",2022,1,2022-01-25,-2.2,-1.7,-1.1,0,26,202201
"44404",2022,1,2022-01-26,-2.9,-2.1,-1.3,0,25,202201
"44405",2022,1,2022-01-27,-4.3,-3.2,-2.1,0,24,202201
"44406",2022,1,2022-01-28,-4.9,-2.6,-0.2,0,23,202201
"44407",2022,1,2022-01-29,-4.6,-2.7,-0.8,0,22,202201
"44408",2022,1,2022-01-30,-2.4,-1.2,0.1,0,21,202201
"44409",2022,1,2022-01-31,-5.2,-0.9,3.4,0,20,202201
"44410",2022,2,2022-02-01,-9.3,-3.7,2,0,19,202202
"44411",2022,2,2022-02-02,-15.9,-11.2,-6.4,0.5,18,202202
"44412",2022,2,2022-02-03,-7,-4.2,-1.4,0.2,17,202202
"44413",2022,2,2022-02-04,-2.6,-0.4,1.8,0,16,202202
"44414",2022,2,2022-02-05,-3.6,0.2,3.9,0,15,202202
"44415",2022,2,2022-02-06,-2.6,0.8,4.2,0,14,202202
"44416",2022,2,2022-02-07,-4.1,3.3,10.7,0,13,202202
"44417",2022,2,2022-02-08,-1.1,2.4,5.9,0,12,202202
"44418",2022,2,2022-02-09,-0.1,2.8,5.6,0,11,202202
"44419",2022,2,2022-02-10,-3.7,1.5,6.6,0,10,202202
"44420",2022,2,2022-02-11,-7.3,0.4,8.1,0,9,202202
"44421",2022,2,2022-02-12,-9.3,-3,3.3,0,8,202202
"44422",2022,2,2022-02-13,-8.1,-1.9,4.3,0,7,202202
"44423",2022,2,2022-02-14,-1.7,0.2,2,0.2,6,202202
"44424",2022,2,2022-02-15,-5.1,2.1,9.3,0,5,202202
"44425",2022,2,2022-02-16,-3.7,2.4,8.5,0,4,202202
"44426",2022,2,2022-02-17,-4.3,2.7,9.6,0,3,202202
"44427",2022,2,2022-02-18,-0.5,5.9,12.2,0,2,202202
"44428",2022,2,2022-02-19,-0.3,5,10.3,0,1,202202
"44429",2022,2,2022-02-20,-2.2,2.2,6.5,1.2,0,202202
"44430",2022,2,2022-02-21,-7.2,-3.7,-0.1,0,7,202202
"44431",2022,2,2022-02-22,-12.3,-8.1,-3.8,0,6,202202
"44432",2022,2,2022-02-23,-16.1,-11.3,-6.5,0,5,202202
"44433",2022,2,2022-02-24,-14.6,-8.4,-2.1,0,4,202202
"44434",2022,2,2022-02-25,-12.5,-6.3,0,0,3,202202
"44435",2022,2,2022-02-26,-5.1,-1.3,2.6,0,2,202202
"44436",2022,2,2022-02-27,-1.5,2.4,6.2,0,1,202202
"44437",2022,2,2022-02-28,0.1,1.9,3.7,11.9,0,202202
"44438",2022,3,2022-03-01,0.8,5.1,9.4,0.2,1,202203
"44439",2022,3,2022-03-02,-1.1,2.8,6.6,3,0,202203
"44440",2022,3,2022-03-03,1.5,5,8.5,1.5,0,202203
"44441",2022,3,2022-03-04,-2,3.4,8.7,0,10,202203
"44442",2022,3,2022-03-05,-5.9,1.8,9.4,0,9,202203
"44443",2022,3,2022-03-06,-6.1,1.9,9.9,0,8,202203
"44444",2022,3,2022-03-07,-0.9,5.4,11.6,0,7,202203
"44445",2022,3,2022-03-08,-1,3,7,0,6,202203
"44446",2022,3,2022-03-09,-9.7,-3.4,3,0,5,202203
"44447",2022,3,2022-03-10,-8.9,-2.3,4.3,0,4,202203
"44448",2022,3,2022-03-11,-3.5,0.1,3.6,0,3,202203
"44449",2022,3,2022-03-12,1.1,3.4,5.7,0.2,2,202203
"44450",2022,3,2022-03-13,2,7.7,13.3,0,1,202203
"44451",2022,3,2022-03-14,5,9.3,13.5,2,0,202203
"44452",2022,3,2022-03-15,0.3,7.2,14.1,0,4,202203
"44453",2022,3,2022-03-16,-1.2,6.1,13.4,0,3,202203
"44454",2022,3,2022-03-17,-1.7,2.8,7.3,0.2,2,202203
"44455",2022,3,2022-03-18,-2.3,4.3,10.8,0,1,202203
"44456",2022,3,2022-03-19,2.2,6.7,11.2,2.1,0,202203
"44457",2022,3,2022-03-20,0.8,5.5,10.2,0,2,202203
"44458",2022,3,2022-03-21,3,8.3,13.5,0,1,202203
"44459",2022,3,2022-03-22,4.8,8,11.1,4.4,0,202203
"44460",2022,3,2022-03-23,3.2,9.4,15.5,0.8,12,202203
"44461",2022,3,2022-03-24,-2.1,4.8,11.7,0,11,202203
"44462",2022,3,2022-03-25,-0.1,6.6,13.3,0,10,202203
"44463",2022,3,2022-03-26,2.3,8.5,14.6,0,9,202203
"44464",2022,3,2022-03-27,4.1,8.8,13.4,0,8,202203
"44465",2022,3,2022-03-28,0.8,7.7,14.6,0.9,7,202203
"44466",2022,3,2022-03-29,-3.2,6,15.1,0,6,202203
"44467",2022,3,2022-03-30,-0.3,7.4,15,0.2,5,202203
"44468",2022,3,2022-03-31,2.9,6.8,10.6,0,4,202203
"44469",2022,4,2022-04-01,-3.4,4.1,11.6,0,3,202204
"44470",2022,4,2022-04-02,2.5,8,13.5,0,2,202204
"44471",2022,4,2022-04-03,1.4,8.5,15.5,0,1,202204
"44472",2022,4,2022-04-04,4.2,8.4,12.5,1,0,202204
"44473",2022,4,2022-04-05,3.9,8.4,12.8,0,4,202204
"44474",2022,4,2022-04-06,-3.9,4.5,12.8,0,3,202204
"44475",2022,4,2022-04-07,0,8.9,17.7,0,2,202204
"44476",2022,4,2022-04-08,3.9,10.1,16.2,0,1,202204
"44477",2022,4,2022-04-09,0.4,3.4,6.4,1.7,0,202204
"44478",2022,4,2022-04-10,-3.6,2.9,9.3,0,9,202204
"44479",2022,4,2022-04-11,-5,2.8,10.6,0,8,202204
"44480",2022,4,2022-04-12,-1.4,3.7,8.7,0,7,202204
"44481",2022,4,2022-04-13,-3.5,2.9,9.2,0,6,202204
"44482",2022,4,2022-04-14,-7.4,1.3,10,0,5,202204
"44483",2022,4,2022-04-15,-6.6,1,8.6,0,4,202204
"44484",2022,4,2022-04-16,-5.8,2.8,11.3,0,3,202204
"44485",2022,4,2022-04-17,-2,6,13.9,0,2,202204
"44486",2022,4,2022-04-18,4.4,7.4,10.3,0,1,202204
"44487",2022,4,2022-04-19,1.9,8.1,14.2,1.2,0,202204
"44488",2022,4,2022-04-20,-5.4,4.2,13.7,0,1,202204
"44489",2022,4,2022-04-21,1.1,6.1,11,1.2,0,202204
"44490",2022,4,2022-04-22,-2.1,6.8,15.6,0,13,202204
"44491",2022,4,2022-04-23,-1.7,8.5,18.7,0,12,202204
"44492",2022,4,2022-04-24,-1.9,9.7,21.2,0,11,202204
"44493",2022,4,2022-04-25,6.5,12.2,17.8,0.4,10,202204
"44494",2022,4,2022-04-26,4.5,9.2,13.8,0.2,9,202204
"44495",2022,4,2022-04-27,-2.9,5.7,14.3,0,8,202204
"44496",2022,4,2022-04-28,-4.1,5.6,15.2,0,7,202204
"44497",2022,4,2022-04-29,1.4,9.5,17.5,0,6,202204
"44498",2022,4,2022-04-30,5,9.7,14.4,0.4,5,202204
"44499",2022,5,2022-05-01,1.6,11.1,20.6,0,4,202205
"44500",2022,5,2022-05-02,8.9,14.6,20.3,0,3,202205
"44501",2022,5,2022-05-03,8.4,15.1,21.7,0,2,202205
"44502",2022,5,2022-05-04,9.1,12.6,16.1,0.2,1,202205
"44503",2022,5,2022-05-05,7.7,9.8,11.9,9.7,0,202205
"44504",2022,5,2022-05-06,1.3,8.8,16.3,0,1,202205
"44505",2022,5,2022-05-07,4.5,9.4,14.2,2,0,202205
"44506",2022,5,2022-05-08,3.3,7.9,12.4,0,4,202205
"44507",2022,5,2022-05-09,1.8,8.4,15,0.2,3,202205
"44508",2022,5,2022-05-10,6,11.3,16.6,0,2,202205
"44509",2022,5,2022-05-11,-1.5,8.9,19.3,0,1,202205
"44510",2022,5,2022-05-12,1.8,8.8,15.8,1.8,0,202205
"44511",2022,5,2022-05-13,3.8,9.1,14.3,2.4,0,202205
"44512",2022,5,2022-05-14,4.5,9.5,14.5,0,1,202205
"44513",2022,5,2022-05-15,5.7,9.4,13,4.2,0,202205
"44514",2022,5,2022-05-16,7.4,14.2,20.9,0,3,202205
"44515",2022,5,2022-05-17,1.9,9,16,0,2,202205
"44516",2022,5,2022-05-18,3.9,11.3,18.7,0,1,202205
"44517",2022,5,2022-05-19,5.7,10.4,15.1,1,0,202205
"44518",2022,5,2022-05-20,1.4,9.2,17,0.2,3,202205
"44519",2022,5,2022-05-21,5.6,11.2,16.7,0.9,2,202205
"44520",2022,5,2022-05-22,0.2,11.2,22.1,0,1,202205
"44521",2022,5,2022-05-23,3.8,10.8,17.8,1.8,0,202205
"44522",2022,5,2022-05-24,7.9,14.4,20.8,0,3,202205
"44523",2022,5,2022-05-25,10.1,16.6,23,0,2,202205
"44524",2022,5,2022-05-26,2.9,12.4,21.9,0,1,202205
"44525",2022,5,2022-05-27,9.4,15,20.5,2,0,202205
"44526",2022,5,2022-05-28,1.8,11.2,20.5,0,6,202205
"44527",2022,5,2022-05-29,6,14,21.9,0,5,202205
"44528",2022,5,2022-05-30,8.9,14.1,19.3,0.4,4,202205
"44529",2022,5,2022-05-31,10,14.7,19.3,0,3,202205
"44530",2022,6,2022-06-01,5.1,14.6,24.1,0,2,202206
"44531",2022,6,2022-06-02,12.5,17.1,21.7,0.4,1,202206
"44532",2022,6,2022-06-03,11.6,15.1,18.6,19.4,0,202206
"44533",2022,6,2022-06-04,8.7,13.4,18,0.2,1,202206
"44534",2022,6,2022-06-05,12.2,15.9,19.6,6.8,0,202206
"44535",2022,6,2022-06-06,10,16.1,22.1,0,3,202206
"44536",2022,6,2022-06-07,5.2,15.1,25,0,2,202206
"44537",2022,6,2022-06-08,12.1,18.3,24.5,0.4,1,202206
"44538",2022,6,2022-06-09,6.8,12.2,17.6,4.7,0,202206
"44539",2022,6,2022-06-10,7.4,16.4,25.3,0.2,3,202206
"44540",2022,6,2022-06-11,11.7,18.1,24.4,0,2,202206
"44541",2022,6,2022-06-12,5.5,14.6,23.6,0,1,202206
"44542",2022,6,2022-06-13,10.6,13.3,16,14.5,0,202206
"44543",2022,6,2022-06-14,9.7,14.8,19.9,2.1,0,202206
"44544",2022,6,2022-06-15,8.4,16,23.5,0,1,202206
"44545",2022,6,2022-06-16,10.8,15.1,19.3,4.7,0,202206
"44546",2022,6,2022-06-17,7.9,12.4,16.9,1.4,0,202206
"44547",2022,6,2022-06-18,10.3,16.1,21.8,0,1,202206
"44548",2022,6,2022-06-19,11.2,13.8,16.3,12.4,0,202206
"44549",2022,6,2022-06-20,8.8,16.6,24.3,0,8,202206
"44550",2022,6,2022-06-21,12.3,18.2,24.1,0.5,7,202206
"44551",2022,6,2022-06-22,13.4,19.9,26.4,0,6,202206
"44552",2022,6,2022-06-23,10,15,19.9,0,5,202206
"44553",2022,6,2022-06-24,10.3,16.7,23.1,0.9,4,202206
"44554",2022,6,2022-06-25,7.4,17.3,27.2,0,3,202206
"44555",2022,6,2022-06-26,8.2,19.1,30,0,2,202206
"44556",2022,6,2022-06-27,10.4,21.4,32.3,0,1,202206
"44557",2022,6,2022-06-28,13.9,19.4,24.8,1.8,0,202206
"44558",2022,6,2022-06-29,13.9,16,18.1,2.1,0,202206
"44559",2022,6,2022-06-30,7.6,16.6,25.6,0,3,202206
"44560",2022,7,2022-07-01,10,19.6,29.2,0,2,202207
"44561",2022,7,2022-07-02,10,19.6,29.2,0,1,202207
"44562",2022,7,2022-07-03,11.7,15.4,19,8.7,0,202207
"44563",2022,7,2022-07-04,10.7,15.3,19.8,2.5,0,202207
"44564",2022,7,2022-07-05,9,16.8,24.6,0,2,202207
"44565",2022,7,2022-07-06,13.5,17.3,21,0.5,1,202207
"44566",2022,7,2022-07-07,13.2,18.9,24.6,1.2,0,202207
"44567",2022,7,2022-07-08,10.6,19.1,27.5,0,3,202207
"44568",2022,7,2022-07-09,11.2,19,26.7,0.5,2,202207
"44569",2022,7,2022-07-10,14.5,20.8,27.1,0,1,202207
"44570",2022,7,2022-07-11,13.15,NA,31.3,NA,0,202207
"44571",2022,7,2022-07-12,11.8,23.7,35.5,0,2,202207
"44572",2022,7,2022-07-13,14.2,21.7,29.1,0,1,202207
"44573",2022,7,2022-07-14,12.85,NA,30.15,NA,0,202207
"44574",2022,7,2022-07-15,12.175,NA,30.675,NA,0,202207
"44575",2022,7,2022-07-16,11.5,21.4,31.2,0,19,202207
"44576",2022,7,2022-07-17,12.2,20.2,28.2,0.5,18,202207
"44577",2022,7,2022-07-18,11.4,20.3,29.2,0,17,202207
"44578",2022,7,2022-07-19,10.2,21.3,32.3,0,16,202207
"44579",2022,7,2022-07-20,10.3,22,33.7,0,15,202207
"44580",2022,7,2022-07-21,10.8,22.6,34.4,0,14,202207
"44581",2022,7,2022-07-22,12.3,22.5,32.7,0,13,202207
"44582",2022,7,2022-07-23,13.7,23,32.2,0,12,202207
"44583",2022,7,2022-07-24,10.6,22.2,33.7,0,11,202207
"44584",2022,7,2022-07-25,14.8,23.9,32.9,0,10,202207
"44585",2022,7,2022-07-26,14,23.8,33.5,0,9,202207
"44586",2022,7,2022-07-27,14.3,25.5,36.6,0,8,202207
"44587",2022,7,2022-07-28,16.5,27.7,38.8,0,7,202207
"44588",2022,7,2022-07-29,17.1,26,34.9,0,6,202207
"44589",2022,7,2022-07-30,15.2,25.9,36.5,0,5,202207
"44590",2022,7,2022-07-31,12,25,37.9,0,4,202207
"44591",2022,8,2022-08-01,13.4,24.3,35.1,0,3,202208
"44592",2022,8,2022-08-02,17,24.1,31.2,0,2,202208
"44593",2022,8,2022-08-03,13.4,22.9,32.3,0,1,202208
"44594",2022,8,2022-08-04,14.4,19.5,24.5,2.5,0,202208
"44595",2022,8,2022-08-05,7.7,16,24.2,0,6,202208
