"begin","end","starttemp","endtemp","avgexc","year","month","station"
"2019-03-27","2019-03-29",10.8,14.7,1.52,2019,3,"FortNelson"
"2019-05-26","2019-05-29",28.6,26.3,4.115,2019,5,"FortNelson"
"2020-02-09","2020-02-11",5.2,-1,3.557,2020,2,"FortNelson"
"2020-02-20","2020-02-22",4.6,4.6,0.79,2020,2,"FortNelson"
"2020-04-18","2020-04-20",16.5,21.1,3.06,2020,4,"FortNelson"
"2020-11-29","2020-12-03",3.1,-0.1,4.616,2020,11,"FortNelson"
"2021-01-11","2021-01-20",-5.1,4.7,3.978,2021,1,"FortNelson"
"2021-03-16","2021-03-18",10,11.1,2.9,2021,3,"FortNelson"
"2021-04-14","2021-04-16",15.7,19.1,3.5,2021,4,"FortNelson"
"2021-05-31","2021-06-02",26.4,28,2.33,2021,5,"FortNelson"
"2021-06-25","2021-06-30",32.4,31.7,6.43,2021,6,"FortNelson"
"2021-07-06","2021-07-09",29.6,29.9,1.597,2021,7,"FortNelson"
"2021-07-30","2021-08-01",29.6,34.8,3.597,2021,7,"FortNelson"
"2021-09-02","2021-09-04",23.6,23.1,1.03,2021,9,"FortNelson"
"2022-01-23","2022-01-26",4.5,4.9,8,2022,1,"FortNelson"
"2022-08-15","2022-08-25",27.6,32,2.737,2022,8,"FortNelson"
"2022-10-06","2022-10-10",21.3,17.8,3.332,2022,10,"FortNelson"
"2022-10-18","2022-10-20",13.7,13.9,2.793,2022,10,"FortNelson"
"2022-11-22","2022-11-24",3.6,0.4,2.65,2022,11,"FortNelson"
"2023-01-20","2023-01-22",-3.2,1.2,2.993,2023,1,"FortNelson"
"2023-03-17","2023-03-19",10.2,10.2,1.993,2023,3,"FortNelson"
"2023-05-01","2023-05-06",21.9,23.8,2.673,2023,5,"FortNelson"
"2023-05-09","2023-05-14",23.2,26.3,4.357,2023,5,"FortNelson"
"2023-05-16","2023-05-18",23.6,28,2.893,2023,5,"FortNelson"
"2023-06-21","2023-06-23",28.4,30.3,1.833,2023,6,"FortNelson"
"2023-06-26","2023-06-28",29.5,29.4,1.563,2023,6,"FortNelson"
"2023-07-07","2023-07-09",28.8,33,3.567,2023,7,"FortNelson"
"2023-08-24","2023-09-01",27.9,28.6,5.028,2023,8,"FortNelson"
"2023-11-27","2023-11-29",-0.9,1.4,4.233,2023,11,"FortNelson"
"2023-12-13","2023-12-16",4.9,0.4,7.71,2023,12,"FortNelson"
"2024-01-29","2024-02-01",14.3,-1,8.745,2024,1,"FortNelson"
"2024-02-10","2024-02-13",5.5,1.1,5.135,2024,2,"FortNelson"
"2024-02-21","2024-02-23",6.5,5.1,2.257,2024,2,"FortNelson"
"2024-04-19","2024-04-22",17.1,18.4,1.367,2024,4,"FortNelson"
"1940-03-16","1940-03-20",16.7,15,1.496,1940,3,"Kelowna"
"1940-04-11","1940-04-13",20.6,20.6,1.223,1940,4,"Kelowna"
"1940-05-21","1940-05-23",28.3,28.9,2.2,1940,5,"Kelowna"
"1941-04-21","1941-04-23",22.2,21.7,0.857,1941,4,"Kelowna"
"1941-04-25","1941-04-28",22.2,23.9,0.792,1941,4,"Kelowna"
"1941-07-14","1941-07-18",35,35.6,3.38,1941,7,"Kelowna"
"1943-12-02","1943-12-04",8.9,7.8,1.917,1943,12,"Kelowna"
"1944-01-17","1944-01-19",7.8,8.3,1.46,1944,1,"Kelowna"
"1945-07-10","1945-07-13",34.4,35.6,1.973,1945,7,"Kelowna"
"1945-10-13","1945-10-15",21.7,20.6,2.427,1945,10,"Kelowna"
"1945-12-29","1946-01-04",7.8,5.6,1.366,1945,12,"Kelowna"
"1946-05-07","1946-05-09",25.6,26.1,1.557,1946,5,"Kelowna"
"1947-01-23","1947-01-25",7.8,10,2.527,1947,1,"Kelowna"
"1947-02-12","1947-02-14",8.3,8.9,0.633,1947,2,"Kelowna"
"1947-12-23","1947-12-25",7.8,8.3,1.967,1947,12,"Kelowna"
"1947-12-27","1947-12-29",5.6,5.6,0.863,1947,12,"Kelowna"
"1948-01-01","1948-01-04",6.1,7.2,1.795,1948,1,"Kelowna"
"1948-06-06","1948-06-09",31.7,31.1,1.625,1948,6,"Kelowna"
"1949-05-08","1949-05-15",27.2,28.9,3.61,1949,5,"Kelowna"
"1949-11-25","1949-11-28",12.8,11.7,3.998,1949,11,"Kelowna"
"1949-11-30","1949-12-02",8.3,10.6,2.233,1949,11,"Kelowna"
"1950-12-20","1950-12-24",7.8,8.9,2.216,1950,12,"Kelowna"
"1950-12-28","1950-12-31",5.6,6.1,1.27,1950,12,"Kelowna"
"1951-01-13","1951-01-15",7.2,7.2,1.227,1951,1,"Kelowna"
"1953-01-07","1953-01-09",6.7,12.2,4.087,1953,1,"Kelowna"
"1953-01-29","1953-02-01",7.8,11.1,2.05,1953,1,"Kelowna"
"1953-10-29","1953-10-31",16.1,20,2.6,1953,10,"Kelowna"
"1953-11-12","1953-11-15",12.2,12.8,1.945,1953,11,"Kelowna"
"1953-11-23","1953-11-26",10,9.4,1.632,1953,11,"Kelowna"
"1953-12-27","1953-12-29",8.9,7.2,2.663,1953,12,"Kelowna"
"1954-01-02","1954-01-05",8.3,7.8,3.772,1954,1,"Kelowna"
"1954-02-23","1954-02-25",10.6,11.1,1.06,1954,2,"Kelowna"
"1954-11-16","1954-11-22",13.3,13.3,2.437,1954,11,"Kelowna"
"1954-11-25","1954-11-27",11.7,11.1,1.963,1954,11,"Kelowna"
"1955-06-10","1955-06-12",32.8,32.2,1.76,1955,6,"Kelowna"
"1956-01-05","1956-01-07",7.2,7.2,2.19,1956,1,"Kelowna"
"1956-04-13","1956-04-15",20.6,21.7,0.967,1956,4,"Kelowna"
"1956-04-19","1956-04-22",21.1,25,1.545,1956,4,"Kelowna"
"1956-05-16","1956-05-20",26.7,27.8,1.018,1956,5,"Kelowna"
"1956-07-21","1956-07-24",35,36.7,0.945,1956,7,"Kelowna"
"1956-08-20","1956-08-22",33.9,32.8,1.863,1956,8,"Kelowna"
"1956-09-15","1956-09-17",28.3,29.4,1.63,1956,9,"Kelowna"
"1956-12-18","1956-12-20",11.7,7.2,2.8,1956,12,"Kelowna"
"1957-12-07","1957-12-09",7.8,8.3,2.063,1957,12,"Kelowna"
"1957-12-24","1957-12-26",8.9,6.1,1.633,1957,12,"Kelowna"
"1958-05-20","1958-05-27",27.8,33.9,4.085,1958,5,"Kelowna"
"1958-08-19","1958-08-25",32.2,36.1,2.339,1958,8,"Kelowna"
"1958-12-01","1958-12-03",9.4,8.3,1.467,1958,12,"Kelowna"
"1960-03-24","1960-03-26",17.8,16.1,1.267,1960,3,"Kelowna"
"1960-04-03","1960-04-06",20,20,1.967,1960,4,"Kelowna"
"1961-01-08","1961-01-12",8.3,6.7,1.558,1961,1,"Kelowna"
"1961-01-14","1961-01-16",11.1,10.6,4.763,1961,1,"Kelowna"
"1961-06-01","1961-06-03",30.6,32.2,1.833,1961,6,"Kelowna"
"1961-07-20","1961-07-22",35,34.4,0.83,1961,7,"Kelowna"
"1961-08-21","1961-08-23",31.7,31.7,0.597,1961,8,"Kelowna"
"1962-01-31","1962-02-03",7.8,12.8,1.505,1962,1,"Kelowna"
"1962-04-17","1962-04-19",21.1,21.1,1.457,1962,4,"Kelowna"
"1962-12-15","1962-12-17",11.7,6.7,2.587,1962,12,"Kelowna"
"1962-12-30","1963-01-03",6.1,10,3.752,1962,12,"Kelowna"
"1963-02-04","1963-02-07",12.8,7.8,3.19,1963,2,"Kelowna"
"1963-05-19","1963-05-22",27.2,30,1.672,1963,5,"Kelowna"
"1963-06-15","1963-06-18",33.3,33.3,1.6,1963,6,"Kelowna"
"1963-09-07","1963-09-09",30,29.4,1.4,1963,9,"Kelowna"
"1963-10-13","1963-10-16",20,20.6,2.22,1963,10,"Kelowna"
"1963-12-30","1964-01-04",5,7.2,1.293,1963,12,"Kelowna"
"1965-10-28","1965-10-30",16.1,15.6,1.2,1965,10,"Kelowna"
"1965-12-03","1965-12-06",9.4,9.4,1.652,1965,12,"Kelowna"
"1966-03-28","1966-03-30",17.8,18.3,2.43,1966,3,"Kelowna"
"1966-04-05","1966-04-08",18.9,20,1.142,1966,4,"Kelowna"
"1966-05-03","1966-05-05",26.7,27.2,2.41,1966,5,"Kelowna"
"1966-12-15","1966-12-20",6.7,7.2,2.31,1966,12,"Kelowna"
"1967-01-28","1967-01-30",8.3,7.8,0.847,1967,1,"Kelowna"
"1967-02-04","1967-02-06",12.2,10,3.253,1967,2,"Kelowna"
"1967-02-08","1967-02-13",11.1,8.3,3.253,1967,2,"Kelowna"
"1967-08-11","1967-08-20",35,32.8,2.004,1967,8,"Kelowna"
"1967-08-28","1967-09-01",31.1,32.8,2.454,1967,8,"Kelowna"
"1967-09-16","1967-09-21",27.8,29.4,2.097,1967,9,"Kelowna"
"1968-01-18","1968-01-24",7.8,10,2.52,1968,1,"Kelowna"
"1968-02-02","1968-02-04",9.4,10,1.573,1968,2,"Kelowna"
"1968-05-17","1968-05-19",27.2,27.8,1.34,1968,5,"Kelowna"
"1968-07-03","1968-07-08",34.4,35,1.808,1968,7,"Kelowna"
"1969-05-09","1969-05-13",27.8,27.2,2.098,1969,5,"Kelowna"
"1969-05-21","1969-05-23",27.2,31.1,2.2,1969,5,"Kelowna"
"1969-06-03","1969-06-06",31.1,32.2,3,1969,6,"Kelowna"
"1969-06-09","1969-06-12",32.8,31.7,1.445,1969,6,"Kelowna"
"1969-06-16","1969-06-19",32.8,33.9,1.9,1969,6,"Kelowna"
"1969-09-09","1969-09-12",28.9,31.7,1.625,1969,9,"Kelowna"
"1970-06-01","1970-06-03",30,35.6,3.5,1970,6,"Kelowna"
"1970-07-07","1970-07-10",35.6,33.3,2.225,1970,7,"Kelowna"
"1970-08-21","1970-08-23",32.8,34.4,2.963,1970,8,"Kelowna"
"1971-07-18","1971-07-22",35,35,1.676,1971,7,"Kelowna"
"1971-07-26","1971-08-02",35,35.6,2.063,1971,7,"Kelowna"
"1971-08-05","1971-08-13",35.6,35.6,1.992,1971,8,"Kelowna"
"1971-08-28","1971-08-30",31.1,32.2,1.06,1971,8,"Kelowna"
"1972-05-28","1972-05-30",30.6,30.6,1.727,1972,5,"Kelowna"
"1972-08-06","1972-08-08",35,35,0.69,1972,8,"Kelowna"
"1972-08-27","1972-08-29",31.7,31.7,1.863,1972,8,"Kelowna"
"1973-05-13","1973-05-17",27.2,28.3,3.288,1973,5,"Kelowna"
"1973-09-09","1973-09-11",30,32.2,2.433,1973,9,"Kelowna"
"1974-01-14","1974-01-17",8.3,7.8,2.157,1974,1,"Kelowna"
"1974-08-29","1974-08-31",32.2,30.6,1.46,1974,8,"Kelowna"
"1974-09-23","1974-09-25",26.1,29.4,1.897,1974,9,"Kelowna"
"1974-10-16","1974-10-19",20.6,18.9,3.097,1974,10,"Kelowna"
"1975-11-03","1975-11-05",20.6,15.6,6.097,1975,11,"Kelowna"
"1975-11-13","1975-11-15",11.7,13.9,2.58,1975,11,"Kelowna"
"1976-05-07","1976-05-09",25,25.6,0.823,1976,5,"Kelowna"
"1977-02-11","1977-02-13",8.1,10.1,1.34,1977,2,"Kelowna"
"1977-02-15","1977-02-17",9,10.8,2.657,1977,2,"Kelowna"
"1977-04-03","1977-04-08",20.6,24.2,3.543,1977,4,"Kelowna"
"1977-04-23","1977-04-25",24.6,27.4,4.857,1977,4,"Kelowna"
"1977-08-17","1977-08-21",33.7,32.2,1.75,1977,8,"Kelowna"
"1978-06-02","1978-06-05",29.8,32.1,1.725,1978,6,"Kelowna"
"1979-03-21","1979-03-23",15.1,17,1.42,1979,3,"Kelowna"
"1979-04-25","1979-04-29",22.5,24.9,1.794,1979,4,"Kelowna"
"1979-06-26","1979-06-29",32.9,33.4,1.51,1979,6,"Kelowna"
"1979-07-17","1979-07-20",36.1,38.6,3.947,1979,7,"Kelowna"
"1979-10-10","1979-10-13",20.5,23.1,1.665,1979,10,"Kelowna"
"1979-12-04","1979-12-06",10.3,14.4,4.403,1979,12,"Kelowna"
"1979-12-19","1979-12-21",8.4,6.2,1,1979,12,"Kelowna"
"1980-04-12","1980-04-14",20.6,21.3,0.86,1980,4,"Kelowna"
"1980-04-26","1980-04-28",24.9,23.2,2.66,1980,4,"Kelowna"
"1980-10-04","1980-10-07",22.5,25,3.247,1980,10,"Kelowna"
"1980-12-25","1980-12-31",5.7,5.3,4.053,1980,12,"Kelowna"
"1981-02-16","1981-02-22",12.6,10.1,2.683,1981,2,"Kelowna"
"1981-03-09","1981-03-14",12.9,15.4,1.115,1981,3,"Kelowna"
"1981-08-07","1981-08-13",34.9,35.9,1.18,1981,8,"Kelowna"
"1981-09-16","1981-09-18",29.3,30.8,3.263,1981,9,"Kelowna"
"1981-11-01","1981-11-03",15.6,15.4,1.83,1981,11,"Kelowna"
"1981-11-11","1981-11-14",11.2,11.8,0.935,1981,11,"Kelowna"
"1982-06-17","1982-06-21",32.3,32.8,1.84,1982,6,"Kelowna"
"1982-10-22","1982-10-24",18.4,16.3,1.233,1982,10,"Kelowna"
"1983-03-09","1983-03-11",17,12.9,2.263,1983,3,"Kelowna"
"1983-04-17","1983-04-19",20.6,21.1,0.757,1983,4,"Kelowna"
"1983-05-27","1983-05-31",29.1,32.4,3.176,1983,5,"Kelowna"
"1983-11-16","1983-11-18",10.4,11,0.56,1983,11,"Kelowna"
"1984-01-27","1984-01-29",11.5,9.5,3.78,1984,1,"Kelowna"
"1984-10-07","1984-10-10",21.3,20.8,1.997,1984,10,"Kelowna"
"1985-03-16","1985-03-18",15,14.7,1.093,1985,3,"Kelowna"
"1985-04-08","1985-04-10",20.5,22.1,2.43,1985,4,"Kelowna"
"1985-05-16","1985-05-23",28.6,27.4,2.086,1985,5,"Kelowna"
"1985-07-02","1985-07-04",34.3,35.2,2.55,1985,7,"Kelowna"
"1985-07-07","1985-07-10",33.1,33.1,1.825,1985,7,"Kelowna"
"1985-07-18","1985-07-21",33.7,38,2.245,1985,7,"Kelowna"
"1986-02-24","1986-02-26",10.7,11.7,1.763,1986,2,"Kelowna"
"1986-05-26","1986-06-02",32.7,29.6,3.184,1986,5,"Kelowna"
"1987-03-03","1987-03-07",12.8,12.5,2.166,1987,3,"Kelowna"
"1987-04-01","1987-04-03",20.2,20.7,2.697,1987,4,"Kelowna"
"1987-05-06","1987-05-11",26.6,25.1,3.528,1987,5,"Kelowna"
"1987-06-25","1987-07-02",32.5,33.2,3.016,1987,6,"Kelowna"
"1987-09-09","1987-09-12",29.9,32.3,2.25,1987,9,"Kelowna"
"1987-09-20","1987-09-24",26.5,26.7,1.792,1987,9,"Kelowna"
"1987-11-02","1987-11-04",15.8,13.1,1.963,1987,11,"Kelowna"
"1988-03-18","1988-03-20",14.3,16.2,1.03,1988,3,"Kelowna"
"1988-04-11","1988-04-16",19.9,23.2,3.078,1988,4,"Kelowna"
"1988-08-27","1988-08-29",31.2,31.3,0.897,1988,8,"Kelowna"
"1988-09-02","1988-09-05",31.8,30.2,2.195,1988,9,"Kelowna"
"1989-01-16","1989-01-18",9.2,8.2,2.46,1989,1,"Kelowna"
"1989-04-11","1989-04-14",20.3,20.2,0.767,1989,4,"Kelowna"
"1989-05-06","1989-05-09",24.7,25,1.018,1989,5,"Kelowna"
"1990-01-05","1990-01-10",6.7,6.9,2.56,1990,1,"Kelowna"
"1990-03-29","1990-04-02",17.5,19.5,1.72,1990,3,"Kelowna"
"1990-04-04","1990-04-07",18.5,21.5,1.695,1990,4,"Kelowna"
"1990-04-16","1990-04-18",22.8,21.8,1.96,1990,4,"Kelowna"
"1990-09-06","1990-09-11",29.7,29,1.217,1990,9,"Kelowna"
"1990-09-21","1990-09-25",26.6,26.9,1.512,1990,9,"Kelowna"
"1990-11-11","1990-11-13",15.8,10.7,2.98,1990,11,"Kelowna"
"1991-03-30","1991-04-01",18.3,19,1.967,1991,3,"Kelowna"
"1991-04-18","1991-04-22",20.5,23.8,2.096,1991,4,"Kelowna"
"1991-08-18","1991-08-22",33.2,33,1.63,1991,8,"Kelowna"
"1991-09-26","1991-09-28",25.6,25.4,1.333,1991,9,"Kelowna"
"1991-10-10","1991-10-12",23.5,20.2,2.56,1991,10,"Kelowna"
"1991-10-14","1991-10-16",20.2,19.6,2.8,1991,10,"Kelowna"
"1991-12-31","1992-01-02",5.8,6.6,1.197,1991,12,"Kelowna"
"1992-01-27","1992-02-04",6.8,8.1,2.051,1992,1,"Kelowna"
"1992-03-09","1992-03-17",12.8,14.2,1.92,1992,3,"Kelowna"
"1992-03-22","1992-03-26",15,18.6,1.454,1992,3,"Kelowna"
"1992-03-30","1992-04-02",17.4,23.9,2.975,1992,3,"Kelowna"
"1992-05-05","1992-05-07",30.7,28.9,5.627,1992,5,"Kelowna"
"1992-06-21","1992-06-28",32.9,33.5,4.005,1992,6,"Kelowna"
"1992-08-14","1992-08-18",36.1,36,1.656,1992,8,"Kelowna"
"1993-05-11","1993-05-19",31.1,29.5,4.577,1993,5,"Kelowna"
"1993-05-24","1993-05-28",27.4,28.7,1.194,1993,5,"Kelowna"
"1993-09-08","1993-09-10",31.4,30.7,2.067,1993,9,"Kelowna"
"1994-03-11","1994-03-15",13.7,14.7,1.678,1994,3,"Kelowna"
"1994-03-26","1994-04-02",17.6,18.4,2.811,1994,3,"Kelowna"
"1994-05-06","1994-05-09",26,25.5,2.343,1994,5,"Kelowna"
"1994-07-20","1994-07-26",35.2,34.6,2.854,1994,7,"Kelowna"
"1994-09-17","1994-09-19",28.7,26.7,1.397,1994,9,"Kelowna"
"1994-09-23","1994-09-27",26.1,26.5,2.178,1994,9,"Kelowna"
"1994-12-18","1994-12-20",6.9,9.4,1.533,1994,12,"Kelowna"
"1995-02-20","1995-02-23",9.7,11.2,1.772,1995,2,"Kelowna"
"1995-03-29","1995-03-31",16.7,19.2,1.467,1995,3,"Kelowna"
"1995-05-28","1995-05-30",31.4,29.6,1.827,1995,5,"Kelowna"
"1995-11-29","1995-12-01",10.6,9.4,2.867,1995,11,"Kelowna"
"1996-07-13","1996-07-15",33.2,35.5,1.063,1996,7,"Kelowna"
"1996-08-23","1996-08-26",32.4,33.1,1.675,1996,8,"Kelowna"
"1997-01-01","1997-01-03",7,5.8,1.827,1997,1,"Kelowna"
"1997-05-11","1997-05-16",25.6,27.2,2.795,1997,5,"Kelowna"
"1998-02-20","1998-02-22",9.5,10.6,0.6,1998,2,"Kelowna"
"1998-04-29","1998-05-07",23.3,25.1,2.247,1998,4,"Kelowna"
"1998-07-22","1998-07-27",34.4,38.1,1.915,1998,7,"Kelowna"
"1998-08-03","1998-08-05",36.4,37.1,3.16,1998,8,"Kelowna"
"1998-08-28","1998-08-31",30.9,32.5,2.245,1998,8,"Kelowna"
"1998-09-02","1998-09-07",33.3,31.5,2.813,1998,9,"Kelowna"
"1998-09-15","1998-09-17",27.8,27,1.23,1998,9,"Kelowna"
"1998-11-24","1998-11-26",10.2,10.8,1.777,1998,11,"Kelowna"
"1998-12-12","1998-12-14",6.9,7.4,1.867,1998,12,"Kelowna"
"1999-09-20","1999-09-22",26.8,26.5,0.823,1999,9,"Kelowna"
"1999-11-10","1999-11-12",12.2,13.2,1.04,1999,11,"Kelowna"
"2001-04-25","2001-04-27",25.8,23.1,1.823,2001,4,"Kelowna"
"2001-05-22","2001-05-26",30,29.7,2.876,2001,5,"Kelowna"
"2001-07-09","2001-07-11",35,33,2,2001,7,"Kelowna"
"2001-08-14","2001-08-17",35.6,33.9,1.325,2001,8,"Kelowna"
"2001-09-14","2001-09-17",27.8,27.5,1.412,2001,9,"Kelowna"
"2001-11-14","2001-11-16",12.1,11.2,2.76,2001,11,"Kelowna"
"2002-01-07","2002-01-09",8.8,7.2,2.453,2002,1,"Kelowna"
"2002-07-10","2002-07-12",34.4,37.7,4.067,2002,7,"Kelowna"
"2002-07-23","2002-07-25",34.6,34.5,1.03,2002,7,"Kelowna"
"2002-08-27","2002-08-29",31.2,33.3,1.83,2002,8,"Kelowna"
"2002-09-11","2002-09-14",28.5,27.5,0.815,2002,9,"Kelowna"
"2002-11-17","2002-11-22",11.5,9.7,1.253,2002,11,"Kelowna"
"2003-07-21","2003-07-23",34.3,35,1.427,2003,7,"Kelowna"
"2003-07-26","2003-08-01",35.2,35.2,2.071,2003,7,"Kelowna"
"2003-09-25","2003-10-06",28,23.6,1.054,2003,9,"Kelowna"
"2004-04-04","2004-04-07",19.5,19.6,1.22,2004,4,"Kelowna"
"2004-04-10","2004-04-12",20.2,23.3,2.423,2004,4,"Kelowna"
"2004-06-20","2004-06-25",32,33,2.267,2004,6,"Kelowna"
"2004-07-16","2004-07-18",34,34.5,1.733,2004,7,"Kelowna"
"2004-12-19","2004-12-21",9.6,7,1.767,2004,12,"Kelowna"
"2005-03-01","2005-03-07",11.7,17.8,2.689,2005,3,"Kelowna"
"2005-03-09","2005-03-14",17.8,14.1,2.032,2005,3,"Kelowna"
"2005-04-20","2005-04-26",22.8,26,3.223,2005,4,"Kelowna"
"2005-05-27","2005-05-30",29.3,29.9,1.97,2005,5,"Kelowna"
"2006-05-15","2006-05-19",28.5,28.4,4.258,2006,5,"Kelowna"
"2006-06-25","2006-06-28",32.7,32.1,2.335,2006,6,"Kelowna"
"2006-07-01","2006-07-03",34,35,2.25,2006,7,"Kelowna"
"2006-07-21","2006-07-23",36.4,37.3,2.427,2006,7,"Kelowna"
"2006-07-25","2006-07-27",34.9,34.9,0.633,2006,7,"Kelowna"
"2006-09-06","2006-09-08",29.7,30.8,1.2,2006,9,"Kelowna"
"2007-01-07","2007-01-09",8.5,7.1,2.487,2007,1,"Kelowna"
"2007-04-06","2007-04-08",20.9,22.2,2.99,2007,4,"Kelowna"
"2007-05-30","2007-06-03",30.3,34.4,3.34,2007,5,"Kelowna"
"2007-07-11","2007-07-15",33.5,34.2,1.978,2007,7,"Kelowna"
"2008-05-16","2008-05-18",28.7,28.6,3.1,2008,5,"Kelowna"
"2008-06-28","2008-06-30",34.2,36.4,4.163,2008,6,"Kelowna"
"2008-08-14","2008-08-16",34,37.4,2.167,2008,8,"Kelowna"
"2009-04-06","2009-04-08",19,20.5,1.09,2009,4,"Kelowna"
"2009-06-03","2009-06-05",29.7,31.4,1.267,2009,6,"Kelowna"
"2009-08-31","2009-09-02",31.4,30.7,1.693,2009,8,"Kelowna"
"2009-09-23","2009-09-26",25.5,24.8,1.073,2009,9,"Kelowna"
"2010-02-13","2010-02-15",9.8,8.5,0.79,2010,2,"Kelowna"
"2010-02-27","2010-03-02",10.5,10.8,1.047,2010,2,"Kelowna"
"2010-03-04","2010-03-06",13.2,12.1,0.993,2010,3,"Kelowna"
"2010-04-18","2010-04-21",20.4,23.5,1.972,2010,4,"Kelowna"
"2010-07-08","2010-07-10",34.1,33.7,1.833,2010,7,"Kelowna"
"2010-08-16","2010-08-18",33.8,34.8,1.46,2010,8,"Kelowna"
"2011-08-26","2011-08-29",32.4,31.6,1.722,2011,8,"Kelowna"
"2011-09-07","2011-09-14",30.9,28.6,2.457,2011,9,"Kelowna"
"2011-12-28","2011-12-30",6.7,7.3,2.893,2011,12,"Kelowna"
"2012-07-08","2012-07-13",33.6,34.7,1.198,2012,7,"Kelowna"
"2012-09-19","2012-09-22",27.7,26.6,1.04,2012,9,"Kelowna"
"2012-12-01","2012-12-05",11.9,7.4,2.127,2012,12,"Kelowna"
"2013-03-28","2013-04-02",17.2,18.9,1.698,2013,3,"Kelowna"
"2013-05-05","2013-05-11",26.7,30.3,4.151,2013,5,"Kelowna"
"2013-09-12","2013-09-15",30.6,29.6,2.44,2013,9,"Kelowna"
"2014-01-11","2014-01-13",8.5,12,3.863,2014,1,"Kelowna"
"2014-02-12","2014-02-14",9.9,8.7,1.2,2014,2,"Kelowna"
"2014-03-12","2014-03-14",14.1,14.2,0.667,2014,3,"Kelowna"
"2014-07-15","2014-07-17",35.8,33.9,2.3,2014,7,"Kelowna"
"2014-07-28","2014-07-30",35,34.9,0.733,2014,7,"Kelowna"
"2015-02-06","2015-02-08",11.7,11.7,3,2015,2,"Kelowna"
"2015-02-11","2015-02-15",9.7,10,2.038,2015,2,"Kelowna"
"2015-03-07","2015-03-14",15.5,18.4,3.63,2015,3,"Kelowna"
"2015-05-19","2015-05-23",26.7,29.6,1.698,2015,5,"Kelowna"
"2015-06-07","2015-06-10",33,31.7,2.348,2015,6,"Kelowna"
"2015-06-25","2015-06-30",33.6,32.4,3.866,2015,6,"Kelowna"
"2015-07-06","2015-07-09",33,37.6,2.7,2015,7,"Kelowna"
"2015-12-06","2015-12-09",7.1,11.9,2.397,2015,12,"Kelowna"
"2016-03-05","2016-03-07",16.7,12.5,2.88,2016,3,"Kelowna"
"2016-03-30","2016-04-03",18,19.9,2.798,2016,3,"Kelowna"
"2016-04-17","2016-04-21",22.2,27.4,5.494,2016,4,"Kelowna"
"2016-05-01","2016-05-03",24.2,28.4,3.083,2016,5,"Kelowna"
"2016-06-04","2016-06-07",31.4,33.8,3.85,2016,6,"Kelowna"
"2017-05-21","2017-05-23",27.7,31.1,2.2,2017,5,"Kelowna"
"2017-05-27","2017-05-30",28.9,31.1,1.895,2017,5,"Kelowna"
"2017-06-30","2017-07-02",32.8,33.9,0.997,2017,6,"Kelowna"
"2017-08-27","2017-09-04",32.6,31.8,3.056,2017,8,"Kelowna"
"2018-05-13","2018-05-16",27.8,29.2,3.717,2018,5,"Kelowna"
"2018-05-22","2018-05-25",29.5,28.4,2.722,2018,5,"Kelowna"
"2018-06-18","2018-06-20",32.2,33.3,1.067,2018,6,"Kelowna"
"2018-12-13","2018-12-15",8,6.8,1.123,2018,12,"Kelowna"
"2018-12-17","2018-12-21",7.3,6.9,2.1,2018,12,"Kelowna"
"2019-03-19","2019-03-23",14.6,17.1,1.772,2019,3,"Kelowna"
"2019-03-28","2019-03-30",16.3,17.3,0.33,2019,3,"Kelowna"
"2019-05-10","2019-05-12",27.7,27.3,3.367,2019,5,"Kelowna"
"2019-05-31","2019-06-02",30.5,30.9,1.6,2019,5,"Kelowna"
"2020-07-28","2020-07-31",35,34.6,0.45,2020,7,"Kelowna"
"2020-08-16","2020-08-19",36,31.9,3.015,2020,8,"Kelowna"
"2020-09-04","2020-09-06",30.1,30,1.3,2020,9,"Kelowna"
"2020-09-10","2020-09-12",29,30.3,1.567,2020,9,"Kelowna"
"2020-12-19","2020-12-21",8.6,6.5,2.533,2020,12,"Kelowna"
"2021-01-01","2021-01-03",4.7,6.1,1.06,2021,1,"Kelowna"
"2021-04-15","2021-04-18",22.9,22.5,3.27,2021,4,"Kelowna"
"2021-06-01","2021-06-03",32.3,30.1,3.133,2021,6,"Kelowna"
"2021-06-21","2021-06-23",33.2,34,2.167,2021,6,"Kelowna"
"2021-06-25","2021-07-03",34.2,36.1,7.253,2021,6,"Kelowna"
"2021-07-09","2021-07-14",33.8,36.3,1.848,2021,7,"Kelowna"
"2021-11-28","2021-12-02",10.6,14.2,4.88,2021,11,"Kelowna"
"2022-02-17","2022-02-19",9.6,10.3,1.593,2022,2,"Kelowna"
"2022-07-27","2022-08-01",36.6,35.1,2.233,2022,7,"Kelowna"
"2022-08-16","2022-08-20",34.3,32.1,1.252,2022,8,"Kelowna"
"2022-08-24","2022-08-26",32.2,32.8,1.633,2022,8,"Kelowna"
"2022-08-29","2022-09-03",31,32.7,2.908,2022,8,"Kelowna"
"2022-09-26","2022-09-28",24.8,25,1.067,2022,9,"Kelowna"
"2022-10-01","2022-10-06",24.7,23.3,2.277,2022,10,"Kelowna"
"2022-10-08","2022-10-18",22.2,18.3,1.613,2022,10,"Kelowna"
"2023-04-28","2023-05-04",25.3,30.1,3.391,2023,4,"Kelowna"
"2023-05-11","2023-05-20",25.2,29.9,3.859,2023,5,"Kelowna"
"2023-06-27","2023-06-30",32.3,33.2,0.957,2023,6,"Kelowna"
